# benchmark_inference.py --gpu 0 --input_txt=/neural_comparison/point_clouds_registration_benchmark/eth/apartment_local.txt --data_dir=/neural_comparison/point_clouds_registration_benchmark/datasets_downsampled/eth/apartment --output_target_dir=/neural_comparison/experiments/3DFeatNet/feature_extraction/eth/apartment/ --output_source_dir=/neural_comparison/experiments/3DFeatNet/feature_extraction/eth/apartment/ --checkpoint=./ckpt/checkpoint.ckpt --randomize_points
x,y,z,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32
2.1413233,-0.109495565,0.7482776,-0.18951887,-0.1610651,-0.054899335,-0.1935495,-0.004120947,-0.5563296,0.20687297,0.14259799,-0.061153274,0.052246314,-0.059690833,-0.07452165,0.04212666,-0.10133832,-0.25972447,-0.24812627,0.2022704,0.39154348,0.051320273,-0.11075159,0.119963124,-0.2107881,-0.08494789,-0.050305214,-0.17548506,0.12668782,-0.027258875,-0.009627748,0.092704944,0.025185192,-0.18365212,0.005979614
2.732225,-0.046809025,0.6859286,-0.25846404,-0.100689374,-0.06295612,-0.16362107,-0.18726994,-0.52063376,0.11142428,0.0029649904,0.02395641,-0.0016365614,-0.16003504,-0.10597063,0.18783689,-0.086354665,-0.14186351,-0.16782443,0.23907368,0.4000087,0.25794548,-0.007126807,0.09754233,-0.061781105,0.0053563276,-0.11338906,-0.19811966,0.2189796,0.09143767,-0.08992579,-0.027279418,0.025379464,-0.10260123,0.14066957
2.0462842,-0.51181966,1.1622845,-0.20788425,0.04254133,-0.05835916,-0.12460204,-0.16710207,-0.115787014,-0.10597832,-0.35384437,0.063374855,0.034754086,0.06618083,-0.1721755,0.043794144,0.05722092,0.07487079,-0.15283951,0.5292575,0.34283453,0.10613164,0.01374971,-0.05675522,0.08568009,-0.16275407,-0.04428763,0.08315753,0.011072255,0.2084912,-0.013841837,0.33669028,0.10754437,0.1682045,0.18121345
3.6347642,-2.5682054,1.6361777,0.06973588,-0.20629402,-0.014529482,0.12081839,-0.01969367,-0.30533317,0.3010424,-0.24334909,-0.01517203,0.09886414,-0.10019018,-0.12122165,-0.18776219,0.05998538,-0.100122735,-0.14359133,0.36882555,0.068608604,0.16432136,0.10529808,-0.06693275,0.16429783,-0.45523667,0.01196555,0.020041633,-0.12998633,0.19692838,-0.20568718,0.09201787,0.09454698,-0.044235095,-0.23375563
5.307854,-0.8345004,1.1929013,-0.09289027,0.019070864,0.24828021,-0.1707969,-0.17070968,-0.326053,0.014281184,-0.09662329,0.10328925,-0.16280662,-0.005178706,-0.034545578,-0.250402,0.13471414,-0.115201764,-0.10042737,0.34432092,0.33808878,0.07639816,-0.0017706263,-0.09262785,-0.029232278,-0.38456956,-0.06193391,0.013919763,-0.0009153215,-0.09062924,-0.35438856,0.24904014,-0.119350255,-0.049615912,0.0028588648
3.2576067,0.106377505,1.4384611,-0.05674518,-0.18326873,0.050408375,0.15289138,-0.22729525,-0.206312,0.08617967,-0.10446455,-0.0069317785,-0.057453755,-0.0035697198,-0.050216082,-0.023272721,0.07340675,-0.1621287,-0.2063365,0.31723312,0.33897248,0.35378525,0.0381376,-0.06137255,0.114105396,-0.4102991,-0.06880853,0.01332283,0.0065795756,0.24078016,-0.3002385,0.05262803,0.17058599,-0.08440101,0.15709265
5.075108,-0.38664758,0.22128482,-0.2592743,-0.08017477,-0.0028392507,-0.2813814,-0.13197881,-0.27606598,0.2585613,-0.115452856,-0.016666662,0.1499588,-0.33745772,-0.0063126087,0.09218131,-0.021809503,0.1368116,-0.2645339,0.38233936,0.0065878225,0.21188298,0.14722818,0.15291348,-0.18788673,0.023731556,-0.17640571,-0.19574079,0.10053625,-0.15873542,-0.14930479,0.057033204,0.14533883,-0.116467394,-0.044546396
3.544814,-2.7804976,1.2347361,-0.01176877,-0.030255703,-0.017917478,0.08867573,-0.02498434,-0.3361186,0.27213088,-0.17817275,-0.20693575,0.052094877,-0.05532411,-0.076122455,-0.14242515,-0.10525615,-0.075803116,0.16767134,0.36286658,0.24794091,-0.076721825,0.050970227,-0.1499814,0.022453228,-0.5284532,0.12930118,-0.17412598,-0.10559784,0.21027918,-0.05214277,-0.0151112145,-0.09105072,0.104308076,-0.15273777
5.281098,-0.71746546,1.5830597,-0.03734078,-0.05310053,0.32129353,-0.08776185,-0.36865842,0.060216457,0.13925174,-0.106768444,0.05217747,-0.11431388,-0.05973024,-0.19902664,-0.21080802,0.15296648,-0.031772014,-0.28544217,0.1062543,0.3366422,0.14694422,0.0104580205,-0.07359026,0.014404268,-0.45073095,-0.0826538,0.07891692,-0.00084709557,-0.00053175626,-0.33804962,0.14754735,-0.008418286,-0.010591314,0.029001117
4.59952,1.1503055,1.0218583,0.0030209387,-0.023472708,0.05312467,-0.15798447,-0.20780465,-0.22760029,-0.22634195,-0.22499518,-0.19602376,-0.10424048,0.07027196,-0.088337876,0.06239343,0.0054856013,-0.033643834,0.24567468,0.3188744,0.4110241,0.17840776,-0.004787841,0.00373041,-0.045626864,-0.39034468,-0.032828152,-0.17428043,-0.0355905,-0.1405032,-0.11561549,0.1876453,-0.13979425,0.24005635,0.11059561
3.7807875,-2.6166565,1.0618341,-0.025599588,0.06640834,0.00544446,-0.015249829,0.068168096,-0.30827335,0.2794342,-0.13593473,-0.044175602,0.031738378,-0.14011165,-0.14012565,-0.059684865,-0.033351477,-0.14371939,0.08542143,0.28443453,0.32940537,0.2932583,0.0038619526,-0.06611698,0.07371762,-0.50554496,0.077256195,-0.14635147,-0.019403607,0.19922392,-0.16006266,0.03051022,-0.22378723,0.17608055,-0.08764532
4.792466,0.8799511,0.17746189,-0.25087675,0.0010777551,0.08300051,-0.21914506,-0.07618759,-0.19433102,0.25867465,-0.19914605,0.1257525,0.17815226,-0.010298822,-0.04164588,0.15718204,-0.032550257,0.083785385,-0.3242315,0.30032468,0.2668552,0.10121018,0.13625178,0.0936723,-0.20570913,0.223143,-0.14013122,-0.035258725,0.33083183,0.12899135,0.15426694,0.17462297,0.10558372,-0.17010447,-0.110722564
4.46662,-0.7658598,0.6800967,-0.1465156,-0.056743752,-0.030047303,-0.3272109,-0.18670715,-0.346587,-0.09649823,-0.08853721,-0.092055544,-0.026089892,-0.0044493107,-0.022151494,0.06426461,0.013905899,-0.04596485,-0.040550422,0.34145725,0.32209817,0.31544036,0.08010292,0.10738937,-0.07935519,-0.1833864,-0.053051166,-0.14580019,0.10879847,-0.10055081,-0.3636265,0.32165605,0.029263463,-0.09843911,-0.086556815
2.2231321,0.8699359,1.6405039,0.02963779,-0.10647083,0.028818237,0.11027265,-0.2812223,-0.30637807,-0.11572555,-0.15251842,0.0023155867,0.12594594,0.16481332,-0.1825479,-0.045068562,0.015593812,-0.23921233,-0.2384309,0.34484595,0.2936674,0.12441622,-0.008410304,-0.0057184678,0.23027924,-0.1834828,-0.1521913,-0.06412234,0.127066,0.3003282,0.041641425,-0.07589206,0.26765078,-0.22789897,-0.019091465
4.0835023,1.7199571,1.0998886,0.017986013,-0.14645666,-0.027340224,0.007625441,-0.10685693,-0.47576413,0.14055634,-0.23238921,-0.20950562,-0.18219778,0.06476833,-0.19385742,-0.03580932,-0.043111637,-0.15679131,0.14795919,0.29943508,0.31603214,0.14586507,-0.030315692,0.08126761,0.13360193,-0.17668599,0.10712185,-0.13414097,-0.09373043,0.22745222,-0.1360919,0.055281654,-0.10589837,0.30684686,-0.114322014
7.5065384,0.6093573,0.72050256,-0.19212937,-0.117566064,-0.009358612,0.049502917,0.004844515,-0.47642553,0.16586152,-0.101287596,0.02402846,-0.042471237,-0.27920774,0.016829077,0.24143854,-0.0048819976,-0.11549422,-0.076825164,0.03144778,0.1271824,0.45221812,0.019014135,0.05893672,0.024318278,-0.19253282,-0.0905114,-0.07032618,0.13055067,-0.0438447,-0.4679098,0.06795619,0.029739847,0.024787864,-0.05875574
5.3681197,-0.72761565,0.605675,-0.24475679,0.0056311875,0.16896838,-0.27742502,-0.09710947,-0.32049245,-0.0084726075,-0.1393183,0.08014176,0.01424924,-0.32763955,-0.054796584,-0.28909117,0.2014232,-0.30483,-0.26456568,0.17288922,0.0004365692,0.0002777709,0.09943121,-0.09123783,0.241505,-0.002175665,-0.029740227,-0.15962985,-0.025624817,-0.20621365,-0.23437217,0.22928023,-0.08242643,-0.011701985,-0.09205499
4.325041,-4.077364,1.1028048,-0.15825997,0.16266412,0.0921533,-0.23338678,-0.1280135,-0.43810865,-0.08463702,-0.033753388,0.11606347,0.011559545,-0.06970015,-0.019025482,-0.07814709,0.20236929,-0.06629374,-0.24779373,0.23679169,0.1194714,0.116077825,0.15807712,-0.1742342,-0.015643304,-0.36888385,0.11036194,-0.1108971,0.024100196,0.137582,-0.41485158,0.14215052,-0.07402296,0.028299611,0.138426
4.7457356,-0.68240565,0.90785736,-0.14320289,-0.10734551,-0.15265307,-0.20900787,-0.20001486,-0.33586866,-0.1592003,0.07279848,-0.015761985,-0.14271574,-0.21330433,-0.10641851,0.004815227,0.09207093,-0.25903532,-0.2280403,0.370728,0.29538324,0.3243974,-0.022763798,0.10047307,0.13178481,-0.19609897,-0.06703061,-0.059540104,0.13121337,-0.16205062,-0.11331614,0.016935326,0.21178997,-0.05297589,0.06179906
5.353022,0.3518766,0.23925842,-0.2324147,-0.14330308,0.1843358,-0.17810835,-0.021901691,-0.19831668,0.3848501,-0.1645284,0.02407883,0.3330146,-0.1565173,-0.0068444787,0.16728891,0.18985787,0.098839715,-0.13551001,0.3380473,0.19983904,-0.026088556,0.18525717,0.035547737,-0.22025995,0.14048713,-0.11801274,-0.022704288,0.12653698,0.024536882,0.06908276,0.25352362,0.00788353,-0.23429218,-0.052773867
3.6834397,-2.4924123,0.6382518,-0.1341499,0.07414265,0.06681791,-0.12893428,0.110917725,-0.31777677,0.2565152,-0.16230844,-0.054192405,0.04123398,-0.22342618,-0.035527706,0.062021494,-0.15489748,-0.087754495,0.0666296,0.38740447,0.23937877,0.20495485,-0.0050460906,-0.1762604,-0.012299226,-0.36286947,0.0641147,-0.20935984,0.0059828875,0.20011723,-0.13821733,0.10989784,-0.07260283,0.2793262,-0.1984439
4.240761,-0.007479335,0.14122953,-0.2820607,-0.12543575,0.07885351,-0.22544119,-0.15515643,-0.120786846,0.3984214,-0.074284956,-0.08176537,0.17129712,-0.16425034,-0.09262518,0.1581823,-0.019256124,0.092399344,-0.28433108,0.35189477,0.24753584,0.09169791,0.08860406,0.10741041,-0.31994596,0.11592545,-0.17924006,-0.21570459,0.11475211,-0.08393602,0.07293243,0.07720596,0.078942664,-0.11412708,0.016589101
4.70849,-0.61867255,0.39935735,-0.2657274,-0.043481257,-0.095483035,-0.3523457,-0.18408076,-0.2611922,0.106246985,-0.053153966,-0.07764985,0.05258288,-0.3347695,-0.051334985,0.046481665,-0.013322827,0.05170872,-0.28356782,0.40594417,0.17731164,0.252591,0.10690028,0.08023583,-0.060101204,0.1105866,-0.19662127,-0.1629089,0.1038248,-0.28375652,-0.019727252,-0.0020042318,0.121909544,-0.049395498,-0.034046464
5.558817,-0.9982034,0.27964225,-0.3161799,0.11613377,0.018289411,-0.1829607,-0.09267549,-0.332914,0.05643081,-0.054607667,0.1581954,0.101319775,-0.3368257,-0.016137896,-0.22801961,0.12999693,-0.052149113,-0.13875721,0.25432363,-0.074127495,0.100269355,0.2804119,-0.08466172,-0.044314995,0.13727061,0.005266414,-0.27257255,-0.19780514,0.025752887,-0.3239603,0.24353956,-0.12362519,-0.08223103,0.0048089027
8.011191,0.98600835,1.601295,-0.10077726,-0.039173115,0.042391583,-0.071689755,-0.072712936,0.023213288,0.26359448,-0.23922218,0.03359044,-0.07411812,0.19794407,-0.23694737,-0.068551674,0.106706075,-0.00035322606,0.024750732,0.40956134,0.42994094,0.16776034,0.0073806117,0.087331295,0.04307267,-0.18144679,0.053874023,0.14886469,-0.31713653,0.30146,-0.082131654,0.23085983,-0.060108062,0.12569219,-0.10501796
3.384165,1.561717,0.50755763,-0.16362381,-0.020148857,-0.15238476,-0.12134288,-0.10375508,-0.3571454,0.22672462,-0.11096925,-0.3073217,-0.12508944,-0.26678637,-0.12151803,-0.10077966,-0.08841287,-0.10172915,-0.017653171,0.07062747,0.15266305,0.066668905,-0.044871457,-0.110339135,-0.119863704,-0.16494246,0.020650214,-0.25460988,-0.18393184,-0.093924135,-0.42902938,0.04844462,0.05050256,0.2381958,-0.2570287
7.1615434,1.3113112,1.0420879,-0.1555447,0.09868488,-0.23732182,-0.3049333,-0.095320314,-0.15761757,-0.226988,0.004987221,-0.0850818,-0.09161304,-0.22815596,-0.22890691,-0.045636155,-0.06769996,-0.14825279,-0.061392568,0.12318805,0.33695963,0.32044274,-0.15858322,-0.06813976,0.1496728,-0.27315566,-0.07793657,-0.06799557,0.06266489,-0.15355875,-0.24580352,0.21029872,-0.20784613,0.17392503,0.06539368
6.041524,0.24436466,0.324515,-0.24112214,-0.089535385,0.1820935,-0.18678908,0.020462465,-0.15218997,0.26867852,-0.17274761,-0.009857021,0.3514093,-0.21393345,0.044756267,0.26559475,0.15946025,0.027074112,-0.18034247,0.42225963,0.05415491,0.21238264,0.13325663,-0.08500376,-0.15325223,-0.015304432,-0.061285716,-0.13437438,0.15768087,-0.007518572,-0.2406619,0.13295163,0.18013331,-0.089420624,0.042281456
4.6759615,0.7401656,2.6513438,0.08319766,-0.11406353,0.009713695,0.32156986,0.012771389,-0.28229415,-0.0018761918,-0.19459559,0.11001033,0.124816634,-0.07698396,-0.019940166,-0.054201756,-0.15390226,-0.32743156,0.07789484,0.27618775,0.108802915,0.035103634,-0.054426435,0.05731622,0.30935493,-0.29589483,-0.26754814,0.3157508,0.012295471,0.01889953,-0.20898703,-0.178151,0.22651933,-0.08696506,0.0024201293
4.397105,-0.7510144,1.3773229,0.030163929,-0.123662956,-0.068087175,-0.25976723,-0.1597117,-0.27016106,-0.024117846,-0.18030246,-0.10392583,-0.06864512,0.114941716,-0.31088966,-0.04906807,0.11425847,-0.05659987,-0.16163494,0.2648326,0.25137976,0.34206566,0.035498668,0.038517706,0.1837114,-0.33257833,-0.08100838,-0.089542955,-0.0030454223,-0.054502614,-0.3077239,0.24428017,0.024667751,-0.004076993,0.19984357
8.008379,1.2727796,1.1547737,-0.14504421,-0.0024997937,-0.023533741,-0.07084923,0.053890906,-0.47480357,0.15693457,-0.0370438,-0.059732936,-0.09948159,-0.022033338,-0.04484777,-0.21017554,0.07220042,-0.1157427,0.045857735,0.45298243,0.26180848,0.04057602,-0.0682618,-0.099102646,0.14968756,-0.32953015,0.1305552,0.019558858,-0.03392116,-0.038612336,-0.04277371,0.25988415,-0.19501187,0.16746277,-0.24863519
3.3854692,1.7644032,0.83647245,-0.0797678,-0.020038834,-0.030751973,-0.04117201,-0.15131684,-0.50435084,0.26467383,-0.111147426,-0.21360934,-0.17448021,-0.12373198,-0.14252974,-0.08288421,-0.065498866,-0.004035707,-0.09797595,0.15385687,0.13812797,0.17659642,-0.087761916,-0.08676443,-0.0023639528,-0.18019342,0.2274146,-0.14334299,-0.07748932,0.09917412,-0.35119578,0.054698866,-0.1338044,0.2882766,-0.2477193
5.4888144,0.65217334,2.735285,0.009135699,-0.100855246,0.008878195,0.42811382,0.08971957,-0.26846695,-0.0976958,-0.14706899,0.16553733,0.08653427,-0.06552281,0.0016696155,-0.15085857,-0.18631813,-0.27541688,-0.0082568675,0.1177165,0.08773566,-0.15139784,-0.0042624814,0.07439571,0.20999306,-0.2636332,-0.17305356,0.29084352,0.20009328,-0.10177879,-0.27758414,-0.18090728,0.21007113,-0.17291975,0.10065166
-0.109856546,0.6039744,1.2144415,-0.022600543,-0.14344072,0.22465637,0.066551894,-0.20956485,-0.6142275,0.09476716,-0.2277406,-0.16754651,0.07111418,0.052818563,-0.25855792,-0.07575563,-0.060407322,-0.010005025,-0.21442077,0.1536617,0.05853907,0.12859812,0.019529695,-0.24452393,0.017606178,-0.09069862,0.08573551,-0.13679612,-0.03001163,0.19386971,0.014501009,0.20595017,0.21290888,0.12720644,-0.052595552
4.4299874,-0.5663354,1.8823869,0.08125161,-0.24504684,0.13666195,-0.15604414,-0.3154581,-0.18592171,-0.10005899,-0.37668872,-0.033470787,0.022113383,-0.08108991,-0.12544133,-0.03904723,0.03129894,0.01126447,-0.22260076,-0.015287506,0.30924594,0.1925927,0.08887929,0.04963115,-0.00046505692,-0.3838536,-0.29535845,0.13108957,0.12722045,0.10660109,-0.004992289,0.105955176,0.25355682,-0.16734712,-0.045294717
4.6029334,-0.65681815,2.2008443,0.18457611,-0.17942896,0.056328114,0.080814146,-0.28504696,-0.084329374,0.045288008,-0.12277975,0.066289745,0.20279244,-0.17847136,-0.18954456,-0.049646515,-0.081606366,-0.023839353,-0.04172818,0.33267343,0.15322667,0.009414829,0.12377546,0.09998433,0.22386089,-0.2909958,-0.2943462,0.19207412,0.10811514,-0.11057277,0.20962642,0.024546374,0.39919636,-0.19782199,0.094758615
3.4864225,0.96979284,0.25807416,-0.23002435,-0.09252303,-0.10831036,-0.20664454,-0.17388394,-0.33584064,0.3034534,-0.04544322,-0.17057656,0.036292024,-0.3420106,-0.026719427,0.23773916,-0.022312958,0.1266277,-0.13050441,0.2621734,0.17136958,0.28192452,0.18794763,-0.034293942,-0.22163649,-0.022311155,-0.05233236,-0.25980505,-0.019450232,-0.08734455,-0.16196777,0.1543727,0.07463332,0.052006423,-0.09192552
5.7866173,1.5998765,0.60278845,-0.2556289,0.121910326,0.08765397,0.083899006,0.016419126,-0.4087144,0.02604596,-0.455392,-0.073947504,0.13862593,-0.08477705,-0.118036084,0.016078776,0.13446657,0.027788378,-0.22910053,0.0026726574,-0.004310092,0.27144077,0.07746684,-0.1458534,0.23017366,-0.2583253,-0.05844078,0.05003816,0.05710834,0.03112269,0.0721222,0.30734652,0.054565936,0.20852503,-0.187945
8.029089,1.6347377,1.1532431,-0.15788576,-0.10762966,-0.19612125,-0.10798357,0.28859285,-0.40728736,0.18315743,-0.07596801,-0.16199844,-0.000836418,-0.019669166,-0.12551951,-0.054603472,0.046334967,-0.15263888,0.10499668,0.24753802,0.21111031,0.08461769,-0.080080256,0.0035315827,0.1520222,-0.33370984,0.07070201,-0.090026416,-0.20428689,0.05007677,-0.16182056,0.10950611,-0.21098404,0.14479288,-0.357963
3.5403693,-2.55748,2.5750585,0.1835889,-0.13475646,0.102580726,0.40094405,-0.10143119,-0.17667192,0.1440039,-0.2548281,0.23588823,0.1778557,-0.09885616,-0.120106526,-0.23552106,-0.11009482,-0.25091666,-0.04993655,0.015637545,-0.09894484,0.1275499,0.07071251,-0.16105007,0.3604373,-0.20430899,-0.042403694,0.26729703,-0.10661428,-0.01354218,-0.11184868,0.004887354,-0.16392675,0.12976818,-0.18767929
4.4945865,-1.2490203,1.096897,-0.12685794,0.09816871,-0.045991223,-0.16602565,-0.11590827,-0.35903168,0.011547918,0.017187743,-0.07807788,-0.110583,-0.0012024137,-0.17420481,0.11062553,-0.046102315,-0.290707,-0.13710965,0.3343119,0.5294373,0.2547763,0.10491464,0.045372628,0.08621253,-0.32167622,-0.12630366,-0.05839948,0.057094682,-0.013338471,-0.15445149,-0.02479568,-0.046038147,0.068485215,0.021035682
7.0524473,2.127369,1.0839041,-0.07489828,-0.069306776,-0.15753606,-0.19998991,-0.03886642,-0.38760966,0.021377731,-0.07810665,-0.23754798,-0.013490352,0.019506318,-0.12997709,-0.04662852,-0.1393095,-0.07050569,0.2668609,0.31528226,0.28974435,0.14399765,-0.115001194,-0.19059972,0.062233854,-0.26358247,0.051507127,-0.12936535,-0.1830222,0.062365573,-0.27285197,0.17825377,-0.21228808,0.23458256,-0.06874407
